,user_id,Mood,Cuisine
280,281,Happy/Cheerful,Chinese
281,282,Tired,Indian
282,283,Happy/Cheerful,Healthy Food
283,284,Neutral/Calm/Relaxed,French
284,285,Neutral/Calm/Relaxed,Mexican
285,286,Happy/Cheerful,Snack
286,287,Angry/Frustrated,Healthy Food
287,288,Angry/Frustrated,Japanese
288,289,Neutral/Calm/Relaxed,Healthy Food
289,290,Tired,Indian
290,291,Tired,Mexican
291,292,Angry/Frustrated,Healthy Food
292,293,Sad,Snack
293,294,Angry/Frustrated,Japanese
294,295,Tired,Dessert
295,296,Sad,Snack
296,297,Neutral/Calm/Relaxed,Japanese
297,298,Happy/Cheerful,Indian
298,299,Angry/Frustrated,Chinese
299,300,Sad,Italian
300,301,Angry/Frustrated,Beverage
301,302,Tired,Indian
302,303,Sad,Italian
303,304,Happy/Cheerful,Beverage
304,305,Tired,Italian
305,306,Angry/Frustrated,Chinese
306,307,Neutral/Calm/Relaxed,Snack
307,308,Happy/Cheerful,Indian
308,309,Tired,Chinese
309,310,Happy/Cheerful,Snack
310,311,Sad,Healthy Food
311,312,Happy/Cheerful,Beverage
312,313,Happy/Cheerful,Snack
313,314,Tired,Healthy Food
314,315,Happy/Cheerful,Beverage
315,316,Angry/Frustrated,French
316,317,Sad,Dessert
317,318,Tired,Mexican
318,319,Angry/Frustrated,Indian
319,320,Tired,Italian
320,321,Happy/Cheerful,Italian
321,322,Tired,Snack
322,323,Neutral/Calm/Relaxed,Beverage
323,324,Neutral/Calm/Relaxed,Dessert
324,325,Sad,Healthy Food
325,326,Happy/Cheerful,Dessert
326,327,Tired,Japanese
327,328,Angry/Frustrated,Italian
328,329,Sad,Italian
329,330,Angry/Frustrated,Mexican
330,331,Tired,Italian
331,332,Sad,Snack
332,333,Sad,Dessert
333,334,Sad,Healthy Food
334,335,Tired,Mexican
335,336,Neutral/Calm/Relaxed,Italian
336,337,Neutral/Calm/Relaxed,Snack
337,338,Neutral/Calm/Relaxed,Chinese
338,339,Tired,Italian
339,340,Angry/Frustrated,Snack
340,341,Angry/Frustrated,Mexican
341,342,Sad,Italian
342,343,Angry/Frustrated,Healthy Food
343,344,Angry/Frustrated,Beverage
344,345,Neutral/Calm/Relaxed,Healthy Food
345,346,Neutral/Calm/Relaxed,Italian
346,347,Angry/Frustrated,Japanese
347,348,Tired,Beverage
348,349,Angry/Frustrated,Beverage
349,350,Neutral/Calm/Relaxed,Healthy Food
350,351,Happy/Cheerful,Snack
351,352,Neutral/Calm/Relaxed,Italian
352,353,Sad,Mexican
353,354,Neutral/Calm/Relaxed,Japanese
354,355,Angry/Frustrated,French
355,356,Neutral/Calm/Relaxed,Mexican
356,357,Neutral/Calm/Relaxed,Dessert
357,358,Tired,French
358,359,Neutral/Calm/Relaxed,Italian
359,360,Tired,Snack
360,361,Sad,Japanese
361,362,Sad,Indian
362,363,Neutral/Calm/Relaxed,Japanese
363,364,Sad,Italian
364,365,Angry/Frustrated,Dessert
365,366,Happy/Cheerful,Beverage
366,367,Sad,Dessert
367,368,Sad,French
368,369,Angry/Frustrated,Japanese
369,370,Happy/Cheerful,Dessert
370,371,Happy/Cheerful,Indian
371,372,Tired,Snack
372,373,Happy/Cheerful,Dessert
373,374,Tired,Beverage
374,375,Tired,Mexican
375,376,Neutral/Calm/Relaxed,French
376,377,Sad,Indian
377,378,Sad,French
378,379,Neutral/Calm/Relaxed,Mexican
379,380,Happy/Cheerful,Italian
380,381,Neutral/Calm/Relaxed,Chinese
381,382,Sad,Dessert
382,383,Sad,Chinese
383,384,Tired,French
384,385,Happy/Cheerful,Mexican
385,386,Sad,Indian
386,387,Neutral/Calm/Relaxed,Snack
387,388,Tired,Japanese
388,389,Sad,Japanese
389,390,Happy/Cheerful,Snack
390,391,Sad,Beverage
391,392,Sad,Mexican
392,393,Happy/Cheerful,Japanese
393,394,Happy/Cheerful,Mexican
394,395,Happy/Cheerful,Indian
395,396,Neutral/Calm/Relaxed,Italian
396,397,Angry/Frustrated,Beverage
397,398,Sad,Mexican
398,399,Tired,Indian
399,400,Sad,Healthy Food
400,401,Tired,Italian
401,402,Sad,French
402,403,Happy/Cheerful,Italian
403,404,Angry/Frustrated,Dessert
404,405,Angry/Frustrated,Japanese
405,406,Angry/Frustrated,Dessert
406,407,Tired,Chinese
407,408,Tired,Italian
408,409,Tired,Japanese
409,410,Happy/Cheerful,Mexican
410,411,Sad,Japanese
411,412,Tired,Healthy Food
412,413,Angry/Frustrated,Beverage
413,414,Angry/Frustrated,Mexican
414,415,Tired,Chinese
415,416,Tired,French
416,417,Angry/Frustrated,French
417,418,Angry/Frustrated,Beverage
418,419,Happy/Cheerful,Snack
419,420,Angry/Frustrated,French
420,421,Neutral/Calm/Relaxed,Beverage
421,422,Tired,Mexican
422,423,Neutral/Calm/Relaxed,Japanese
423,424,Neutral/Calm/Relaxed,Chinese
424,425,Sad,Beverage
425,426,Neutral/Calm/Relaxed,Indian
426,427,Angry/Frustrated,Italian
427,428,Neutral/Calm/Relaxed,Snack
428,429,Neutral/Calm/Relaxed,Mexican
429,430,Happy/Cheerful,Italian
430,431,Sad,Dessert
431,432,Angry/Frustrated,Dessert
432,433,Happy/Cheerful,Japanese
433,434,Sad,Healthy Food
434,435,Angry/Frustrated,Japanese
435,436,Angry/Frustrated,Mexican
436,437,Tired,Italian
437,438,Neutral/Calm/Relaxed,Italian
438,439,Tired,Mexican
439,440,Angry/Frustrated,Beverage
440,441,Tired,Japanese
441,442,Sad,Indian
442,443,Sad,Chinese
443,444,Tired,Dessert
444,445,Tired,Snack
445,446,Tired,Beverage
446,447,Happy/Cheerful,Mexican
447,448,Neutral/Calm/Relaxed,Mexican
448,449,Tired,Italian
449,450,Tired,Mexican
450,451,Neutral/Calm/Relaxed,Dessert
451,452,Sad,Beverage
452,453,Angry/Frustrated,Healthy Food
453,454,Happy/Cheerful,Indian
454,455,Neutral/Calm/Relaxed,Mexican
455,456,Happy/Cheerful,Mexican
456,457,Neutral/Calm/Relaxed,Beverage
457,458,Neutral/Calm/Relaxed,Indian
458,459,Tired,Snack
459,460,Sad,Beverage
460,461,Sad,Dessert
461,462,Tired,Snack
462,463,Happy/Cheerful,Beverage
463,464,Tired,Dessert
464,465,Neutral/Calm/Relaxed,French
465,466,Neutral/Calm/Relaxed,Italian
466,467,Angry/Frustrated,Snack
467,468,Tired,Mexican
468,469,Happy/Cheerful,Dessert
469,470,Tired,Japanese
470,471,Angry/Frustrated,Indian
471,472,Tired,Indian
472,473,Angry/Frustrated,Japanese
473,474,Angry/Frustrated,French
474,475,Happy/Cheerful,Dessert
475,476,Sad,Italian
476,477,Tired,Chinese
477,478,Happy/Cheerful,Chinese
478,479,Sad,Chinese
479,480,Neutral/Calm/Relaxed,French
480,481,Sad,Chinese
481,482,Neutral/Calm/Relaxed,Beverage
482,483,Sad,French
483,484,Angry/Frustrated,Beverage
484,485,Angry/Frustrated,Japanese
485,486,Sad,Healthy Food
486,487,Neutral/Calm/Relaxed,French
487,488,Happy/Cheerful,Chinese
488,489,Angry/Frustrated,Dessert
489,490,Neutral/Calm/Relaxed,French
490,491,Sad,Snack
491,492,Neutral/Calm/Relaxed,Japanese
492,493,Sad,Beverage
493,494,Sad,Mexican
494,495,Tired,Italian
495,496,Angry/Frustrated,Dessert
496,497,Neutral/Calm/Relaxed,Dessert
497,498,Tired,Chinese
498,499,Happy/Cheerful,Italian
499,500,Sad,Healthy Food
500,501,Tired,French
501,502,Sad,Italian
502,503,Happy/Cheerful,Snack
503,504,Neutral/Calm/Relaxed,French
504,505,Angry/Frustrated,Snack
505,506,Happy/Cheerful,Dessert
506,507,Neutral/Calm/Relaxed,Snack
507,508,Happy/Cheerful,Indian
508,509,Sad,Healthy Food
509,510,Sad,Dessert
510,511,Sad,Healthy Food
511,512,Angry/Frustrated,French
512,513,Sad,Indian
513,514,Sad,Japanese
514,515,Tired,Indian
515,516,Happy/Cheerful,Chinese
516,517,Tired,Dessert
517,518,Tired,Italian
518,519,Neutral/Calm/Relaxed,Healthy Food
519,520,Tired,Chinese
520,521,Tired,Mexican
521,522,Angry/Frustrated,Indian
522,523,Tired,Healthy Food
523,524,Tired,Mexican
524,525,Angry/Frustrated,French
525,526,Sad,Chinese
526,527,Tired,Indian
527,528,Neutral/Calm/Relaxed,Italian
528,529,Sad,Beverage
529,530,Angry/Frustrated,Chinese
530,531,Sad,Snack
531,532,Happy/Cheerful,Japanese
532,533,Tired,Indian
533,534,Tired,Chinese
534,535,Happy/Cheerful,Dessert
535,536,Tired,Dessert
536,537,Sad,Dessert
537,538,Happy/Cheerful,Indian
538,539,Tired,Healthy Food
539,540,Happy/Cheerful,Indian
540,541,Tired,Healthy Food
541,542,Sad,Indian
542,543,Angry/Frustrated,Mexican
543,544,Angry/Frustrated,Chinese
544,545,Angry/Frustrated,Italian
545,546,Neutral/Calm/Relaxed,Indian
546,547,Sad,Mexican
547,548,Tired,Mexican
548,549,Tired,Indian
549,550,Angry/Frustrated,Chinese
550,551,Angry/Frustrated,Dessert
551,552,Happy/Cheerful,Japanese
552,553,Tired,Mexican
553,554,Tired,Japanese
554,555,Angry/Frustrated,Indian
555,556,Angry/Frustrated,Snack
556,557,Tired,Indian
557,558,Tired,Indian
558,559,Happy/Cheerful,Italian
559,560,Tired,Healthy Food
560,561,Neutral/Calm/Relaxed,Japanese
561,562,Happy/Cheerful,Italian
562,563,Sad,Chinese
563,564,Tired,Mexican
564,565,Tired,Indian
565,566,Happy/Cheerful,Italian
566,567,Happy/Cheerful,Beverage
567,568,Angry/Frustrated,Japanese
568,569,Angry/Frustrated,Mexican
569,570,Angry/Frustrated,Healthy Food
570,571,Happy/Cheerful,Healthy Food
571,572,Happy/Cheerful,Chinese
572,573,Angry/Frustrated,Japanese
573,574,Happy/Cheerful,Chinese
574,575,Neutral/Calm/Relaxed,Dessert
575,576,Tired,Mexican
576,577,Happy/Cheerful,Beverage
577,578,Tired,Indian
578,579,Sad,Beverage
579,580,Angry/Frustrated,Healthy Food
580,581,Sad,Dessert
581,582,Tired,Indian
582,583,Tired,Mexican
583,584,Sad,Snack
584,585,Tired,Japanese
585,586,Angry/Frustrated,Dessert
586,587,Tired,Dessert
587,588,Happy/Cheerful,Indian
588,589,Angry/Frustrated,Healthy Food
589,590,Angry/Frustrated,French
590,591,Angry/Frustrated,Beverage
591,592,Sad,Beverage
592,593,Happy/Cheerful,Healthy Food
593,594,Sad,Japanese
594,595,Neutral/Calm/Relaxed,Indian
595,596,Tired,Italian
596,597,Neutral/Calm/Relaxed,Japanese
597,598,Sad,Snack
598,599,Tired,Dessert
599,600,Tired,French
600,601,Happy/Cheerful,Dessert
601,602,Sad,Snack
602,603,Angry/Frustrated,Dessert
603,604,Angry/Frustrated,Italian
604,605,Neutral/Calm/Relaxed,Dessert
605,606,Happy/Cheerful,Dessert
606,607,Happy/Cheerful,Beverage
607,608,Angry/Frustrated,Japanese
608,609,Happy/Cheerful,Snack
609,610,Sad,Chinese
610,611,Tired,Snack
611,612,Tired,Japanese
612,613,Neutral/Calm/Relaxed,French
613,614,Angry/Frustrated,Japanese
614,615,Angry/Frustrated,Snack
615,616,Happy/Cheerful,Indian
616,617,Angry/Frustrated,Dessert
617,618,Happy/Cheerful,Chinese
618,619,Sad,French
619,620,Sad,Indian
620,621,Angry/Frustrated,French
621,622,Tired,Beverage
622,623,Happy/Cheerful,Chinese
623,624,Tired,Japanese
624,625,Sad,Mexican
625,626,Angry/Frustrated,Mexican
626,627,Happy/Cheerful,Chinese
627,628,Sad,Indian
628,629,Sad,Healthy Food
629,630,Neutral/Calm/Relaxed,Healthy Food
630,631,Tired,Snack
631,632,Neutral/Calm/Relaxed,Healthy Food
632,633,Happy/Cheerful,Chinese
633,634,Tired,Mexican
634,635,Sad,Healthy Food
635,636,Tired,Mexican
636,637,Neutral/Calm/Relaxed,Japanese
637,638,Angry/Frustrated,Chinese
638,639,Angry/Frustrated,Chinese
639,640,Neutral/Calm/Relaxed,Dessert
640,641,Angry/Frustrated,Dessert
641,642,Tired,Beverage
642,643,Sad,Mexican
643,644,Happy/Cheerful,Snack
644,645,Angry/Frustrated,Mexican
645,646,Tired,Healthy Food
646,647,Happy/Cheerful,French
647,648,Tired,Indian
648,649,Angry/Frustrated,Chinese
649,650,Happy/Cheerful,Chinese
650,651,Happy/Cheerful,Japanese
651,652,Neutral/Calm/Relaxed,Dessert
652,653,Neutral/Calm/Relaxed,Japanese
653,654,Tired,Italian
654,655,Sad,Chinese
655,656,Sad,French
656,657,Happy/Cheerful,Mexican
657,658,Angry/Frustrated,French
658,659,Tired,Beverage
659,660,Angry/Frustrated,French
660,661,Neutral/Calm/Relaxed,French
661,662,Angry/Frustrated,Indian
662,663,Tired,Beverage
663,664,Sad,French
664,665,Happy/Cheerful,French
665,666,Tired,French
666,667,Sad,Healthy Food
667,668,Happy/Cheerful,French
668,669,Tired,Healthy Food
669,670,Sad,French
670,671,Tired,French
671,672,Happy/Cheerful,Mexican
672,673,Neutral/Calm/Relaxed,French
673,674,Sad,Beverage
674,675,Sad,Italian
675,676,Angry/Frustrated,Indian
676,677,Angry/Frustrated,Healthy Food
677,678,Neutral/Calm/Relaxed,Snack
678,679,Sad,Chinese
679,680,Neutral/Calm/Relaxed,French
680,681,Tired,Italian
681,682,Happy/Cheerful,Mexican
682,683,Neutral/Calm/Relaxed,Dessert
683,684,Sad,Beverage
684,685,Neutral/Calm/Relaxed,Snack
685,686,Neutral/Calm/Relaxed,Chinese
686,687,Sad,Dessert
687,688,Neutral/Calm/Relaxed,Snack
688,689,Neutral/Calm/Relaxed,Japanese
689,690,Tired,Beverage
690,691,Sad,Healthy Food
691,692,Neutral/Calm/Relaxed,Indian
692,693,Tired,Mexican
693,694,Neutral/Calm/Relaxed,Indian
694,695,Happy/Cheerful,Beverage
695,696,Sad,Italian
696,697,Angry/Frustrated,Dessert
697,698,Happy/Cheerful,Beverage
698,699,Neutral/Calm/Relaxed,Beverage
699,700,Angry/Frustrated,Healthy Food
700,701,Sad,Snack
701,702,Sad,Beverage
702,703,Sad,Italian
703,704,Neutral/Calm/Relaxed,Beverage
704,705,Happy/Cheerful,Beverage
705,706,Angry/Frustrated,Italian
706,707,Happy/Cheerful,Chinese
707,708,Sad,Chinese
708,709,Happy/Cheerful,Chinese
709,710,Neutral/Calm/Relaxed,Dessert
710,711,Neutral/Calm/Relaxed,Italian
711,712,Happy/Cheerful,Snack
712,713,Angry/Frustrated,Healthy Food
713,714,Happy/Cheerful,Indian
714,715,Happy/Cheerful,Mexican
715,716,Neutral/Calm/Relaxed,Mexican
716,717,Neutral/Calm/Relaxed,French
717,718,Neutral/Calm/Relaxed,Indian
718,719,Sad,Dessert
719,720,Neutral/Calm/Relaxed,Dessert
720,721,Tired,French
721,722,Happy/Cheerful,Japanese
722,723,Neutral/Calm/Relaxed,Beverage
723,724,Sad,Indian
724,725,Sad,Indian
725,726,Happy/Cheerful,Healthy Food
726,727,Happy/Cheerful,Chinese
727,728,Happy/Cheerful,Chinese
728,729,Happy/Cheerful,Indian
729,730,Neutral/Calm/Relaxed,Japanese
730,731,Neutral/Calm/Relaxed,Chinese
731,732,Angry/Frustrated,Snack
732,733,Tired,Dessert
733,734,Sad,Dessert
734,735,Tired,Snack
735,736,Neutral/Calm/Relaxed,French
736,737,Tired,French
737,738,Tired,French
738,739,Happy/Cheerful,Dessert
739,740,Tired,Japanese
740,741,Neutral/Calm/Relaxed,Italian
741,742,Angry/Frustrated,Indian
742,743,Angry/Frustrated,Chinese
743,744,Sad,French
744,745,Angry/Frustrated,French
745,746,Happy/Cheerful,Japanese
746,747,Tired,Snack
747,748,Tired,Japanese
748,749,Happy/Cheerful,Mexican
749,750,Tired,Italian
750,751,Neutral/Calm/Relaxed,Healthy Food
751,752,Angry/Frustrated,Dessert
752,753,Sad,Chinese
753,754,Tired,Beverage
754,755,Happy/Cheerful,Italian
755,756,Angry/Frustrated,Snack
756,757,Sad,Mexican
757,758,Angry/Frustrated,Mexican
758,759,Sad,Dessert
759,760,Sad,Mexican
760,761,Happy/Cheerful,French
761,762,Sad,Healthy Food
762,763,Angry/Frustrated,French
763,764,Tired,Snack
764,765,Tired,Chinese
765,766,Neutral/Calm/Relaxed,French
766,767,Tired,Chinese
767,768,Neutral/Calm/Relaxed,Snack
768,769,Neutral/Calm/Relaxed,French
769,770,Neutral/Calm/Relaxed,Dessert
770,771,Sad,French
771,772,Neutral/Calm/Relaxed,Mexican
772,773,Neutral/Calm/Relaxed,Japanese
773,774,Sad,Snack
774,775,Sad,Japanese
775,776,Happy/Cheerful,Indian
776,777,Angry/Frustrated,Indian
777,778,Angry/Frustrated,Snack
778,779,Neutral/Calm/Relaxed,Chinese
779,780,Angry/Frustrated,Healthy Food
780,781,Tired,Dessert
781,782,Sad,Indian
782,783,Angry/Frustrated,Japanese
783,784,Tired,Indian
784,785,Neutral/Calm/Relaxed,Japanese
785,786,Happy/Cheerful,Indian
786,787,Happy/Cheerful,Japanese
787,788,Neutral/Calm/Relaxed,Japanese
788,789,Happy/Cheerful,Snack
789,790,Happy/Cheerful,Healthy Food
790,791,Tired,Mexican
791,792,Angry/Frustrated,Healthy Food
792,793,Neutral/Calm/Relaxed,Healthy Food
793,794,Neutral/Calm/Relaxed,Beverage
794,795,Tired,Healthy Food
795,796,Tired,Chinese
796,797,Happy/Cheerful,Japanese
797,798,Happy/Cheerful,Chinese
798,799,Sad,Snack
799,800,Angry/Frustrated,Mexican
800,801,Tired,Dessert
801,802,Sad,Italian
802,803,Angry/Frustrated,Italian
803,804,Happy/Cheerful,Beverage
804,805,Neutral/Calm/Relaxed,Japanese
805,806,Tired,Japanese
806,807,Happy/Cheerful,Healthy Food
807,808,Tired,Dessert
808,809,Sad,Japanese
809,810,Neutral/Calm/Relaxed,Japanese
810,811,Sad,Dessert
811,812,Sad,Snack
812,813,Angry/Frustrated,Mexican
813,814,Angry/Frustrated,Chinese
